,Cluster,Tamaño,Amount_Media,Amount_Std,Hora_Media,%_Noche,%_FinesSemana
0,0,279,54.31942652329749,82.17646164122291,13.78494623655914,9.67741935483871,0.0
1,1,326,51.34567484662576,83.05209922603326,13.56441717791411,10.429447852760736,0.0
2,2,166,53.569759036144575,75.09506659300763,1.6024096385542168,100.0,32.53012048192771
3,3,229,51.2846288209607,71.98282367286406,13.733624454148472,10.043668122270741,100.0
