,Cluster,Tamaño,Amount_Media,Amount_Std,Hora_Media,%_Noche,%_FinesSemana
0,0,166,53.569759036144575,75.09506659300763,1.6024096385542168,100.0,32.53012048192771
1,1,605,52.717041322314046,82.59443714735689,13.666115702479338,10.082644628099173,0.0
2,2,229,51.2846288209607,71.98282367286406,13.733624454148472,10.043668122270741,100.0
